# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    2.244488978    6.563731719    6.563731739    3.370256033
    2.264529058    6.496291743    6.496291759    3.382299659
    2.284569138    6.407626897    6.407626905    3.394720067
    2.304609218    6.340377579    6.340377579    3.407537428
    2.324649299    6.360218463    6.360218457    3.420773651
    2.344689379    6.483605916    6.483605905    3.434452592
    2.364729459    6.674724964    6.674724952    3.448600287
    2.384769539    6.885061631    6.885061619    3.463245228
    2.404809619    7.071428329    7.071428318    3.478418672
    2.424849699    7.210290741    7.210290735    3.494155013
    2.444889780    7.325565468    7.325565467    3.510492207
    2.464929860    7.478372279    7.478372283    3.527472272
    2.484969940    7.700523620    7.700523626    3.545141880
    2.505010020    7.970352716    7.970352723    3.563553047
    2.525050100    8.240616856    8.240616862    3.582763963
    2.545090180    8.465827631    8.465827637    3.602839969
    2.565130261    8.631805297    8.631805303    3.623854724
    2.585170341    8.767884333    8.767884337    3.645891605
    2.605210421    8.914422038    8.914422039    3.669045382
    2.625250501    9.111883603    9.111883598    3.693424207
    2.645290581    9.387665656    9.387665642    3.719152001
    2.665330661    9.704696245    9.704696221    3.746371249
    2.685370741    9.966329393    9.966329361    3.775246226
    2.705410822   10.062431716   10.062431678    3.805966559
    2.725450902    9.889631791    9.889631750    3.838750832
    2.745490982    9.369445940    9.369445902    3.873849429
    2.765531062    8.493621622    8.493621590    3.911544797
    2.785571142    7.379767483    7.379767458    3.952145032
    2.805611222    6.224565765    6.224565748    3.995961721
    2.825651303    5.148410642    5.148410637    4.043252269
    2.845691383    4.146150254    4.146150266    4.094083779
    2.865731463    3.178131430    3.178131459    4.148028686
    2.885771543    2.288128576    2.288128619    4.203522708
    2.905811623    1.592553329    1.592553379    4.256664049
    2.925851703    1.157817172    1.157817221    4.299633786
    2.945891784    0.965759522    0.965759566    4.321078542
    2.965931864    0.926667122    0.926667163    4.314339430
    2.985971944    0.933891032    0.933891073    4.290889357
    3.006012024    0.953456948    0.953456992    4.273256152
    3.026052104    1.021407444    1.021407490    4.270496192
    3.046092184    1.170322378    1.170322426    4.273802328
    3.066132265    1.392886401    1.392886449    4.262424259
    3.086172345    1.673264980    1.673265028    4.214438087
    3.106212425    1.974683087    1.974683137    4.126467750
    3.126252505    2.215262947    2.215263002    4.020892717
    3.146292585    2.306061286    2.306061352    3.931518412
    3.166332665    2.187551883    2.187551961    3.879395473
    3.186372745    1.853154593    1.853154681    3.864090798
    3.206412826    1.376825547    1.376825640    3.878430086
    3.226452906    0.885826907    0.885826997    3.915150536
    3.246492986    0.483862435    0.483862512    3.957132922
    3.266533066    0.211485040    0.211485104    3.984498179
    3.286573146    0.072752903    0.072752959    3.988412130
    3.306613226    0.056731932    0.056731990    3.962910076
    3.326653307    0.126321966    0.126322032    3.898686311
    3.346693387    0.228589415    0.228589491    3.805718240
    3.366733467    0.330747596    0.330747678    3.717228041
    3.386773547    0.427327170    0.427327257    3.660077455
    3.406813627    0.523905728    0.523905817    3.644941983
    3.426853707    0.625824316    0.625824408    3.661742003
    3.446893788    0.739163653    0.739163747    3.681812709
    3.466933868    0.869405282    0.869405378    3.681982800
    3.486973948    1.014660465    1.014660562    3.659881482
    3.507014028    1.153833453    1.153833550    3.627686998
    3.527054108    1.253800484    1.253800580    3.603273984
    3.547094188    1.306607898    1.306607992    3.602227215
    3.567134269    1.345211701    1.345211792    3.631773185
    3.587174349    1.403603161    1.403603245    3.682759393
    3.607214429    1.479728294    1.479728368    3.727100921
    3.627254509    1.547624656    1.547624715    3.737575303
    3.647294589    1.569596669    1.569596711    3.711894860
    3.667334669    1.501087123    1.501087150    3.670327880
    3.687374749    1.339985867    1.339985883    3.627366847
    3.707414830    1.175487509    1.175487519    3.574428570
    3.727454910    1.102393860    1.102393870    3.503427481
    3.747494990    1.108266393    1.108266409    3.432403118
    3.767535070    1.109075682    1.109075706    3.386027920
    3.787575150    1.047685554    1.047685584    3.372756535
    3.807615230    0.951931114    0.951931143    3.381221705
    3.827655311    0.899740091    0.899740116    3.388849043
    3.847695391    0.932794860    0.932794880    3.381644161
    3.867735471    1.029363789    1.029363807    3.359897837
    3.887775551    1.143163609    1.143163628    3.329780638
    3.907815631    1.250178268    1.250178291    3.295533301
    3.927855711    1.348416541    1.348416569    3.261491859
    3.947895792    1.420596961    1.420596992    3.233233140
    3.967935872    1.427938872    1.427938902    3.209631287
    3.987975952    1.352825685    1.352825713    3.186104726
    4.008016032    1.235685703    1.235685729    3.166997642
    4.028056112    1.146720947    1.146720972    3.160352107
    4.048096192    1.115653234    1.115653257    3.158065730
    4.068136273    1.125746918    1.125746939    3.143495146
    4.088176353    1.155256203    1.155256223    3.113935305
    4.108216433    1.201687898    1.201687917    3.081298638
    4.128256513    1.282977569    1.282977588    3.055624977
    4.148296593    1.412792345    1.412792365    3.035828211
    4.168336673    1.589830495    1.589830516    3.013380572
    4.188376754    1.805374712    1.805374734    2.978559589
    4.208416834    2.041387800    2.041387824    2.929391322
    4.228456914    2.269647990    2.269648017    2.886509484
    4.248496994    2.457821140    2.457821172    2.880150809
    4.268537074    2.582173070    2.582173107    2.916081858
    4.288577154    2.643694537    2.643694578    2.976752259
    4.308617234    2.664151305    2.664151347    3.045121092
    4.328657315    2.658748717    2.658748758    3.114876595
    4.348697395    2.627717282    2.627717324    3.186931895
    4.368737475    2.559385770    2.559385815    3.264823607
    4.388777555    2.441583567    2.441583620    3.348681969
    4.408817635    2.274515598    2.274515660    3.431609057
    4.428857715    2.057056380    2.057056451    3.505073019
    4.448897796    1.795065143    1.795065224    3.567487026
    4.468937876    1.529203800    1.529203887    3.625515141
    4.488977956    1.304144202    1.304144293    3.689594744
    4.509018036    1.128324035    1.128324123    3.765894043
    4.529058116    1.004128735    1.004128816    3.852145603
    4.549098196    0.947220513    0.947220585    3.942548013
    4.569138277    0.957770221    0.957770284    4.031187178
    4.589178357    1.003988073    1.003988128    4.110912363
    4.609218437    1.051216252    1.051216299    4.177066033
    4.629258517    1.092417410    1.092417449    4.226121803
    4.649298597    1.129288491    1.129288523    4.250975014
    4.669338677    1.148846697    1.148846723    4.247611221
    4.689378758    1.155647623    1.155647646    4.221695459
    4.709418838    1.183530555    1.183530574    4.187002769
    4.729458918    1.245415680    1.245415696    4.152030742
    4.749498998    1.319192249    1.319192262    4.118334006
    4.769539078    1.373867360    1.373867370    4.098690035
    4.789579158    1.382784306    1.382784309    4.104438124
    4.809619238    1.334550199    1.334550191    4.123524821
    4.829659319    1.249195500    1.249195482    4.138667052
    4.849699399    1.166188528    1.166188510    4.151065966
    4.869739479    1.112234526    1.112234515    4.171723621
    4.889779559    1.087181877    1.087181873    4.206624701
    4.909819639    1.075523687    1.075523687    4.261365513
    4.929859719    1.062113150    1.062113151    4.338302951
    4.949899800    1.030793858    1.030793860    4.430918268
    4.969939880    0.980270864    0.980270867    4.526347005
    4.989979960    0.942120885    0.942120889    4.603631099
    5.010020040    0.958851221    0.958851228    4.643965769
    5.030060120    1.045368701    1.045368708    4.641960329
    5.050100200    1.174781107    1.174781112    4.610788494
    5.070140281    1.297353563    1.297353562    4.581331590
    5.090180361    1.371462655    1.371462648    4.577885144
    5.110220441    1.383666239    1.383666226    4.607415214
    5.130260521    1.335022427    1.335022411    4.668934684
    5.150300601    1.226610467    1.226610453    4.740058913
    5.170340681    1.078993365    1.078993356    4.767579075
    5.190380762    0.934080120    0.934080117    4.704331601
    5.210420842    0.828460647    0.828460651    4.544862078
    5.230460922    0.775392920    0.775392931    4.320677404
    5.250501002    0.759733970    0.759733987    4.079770418
    5.270541082    0.742006915    0.742006938    3.864393806
    5.290581162    0.690396076    0.690396103    3.690120587
    5.310621242    0.613540824    0.613540850    3.540959217
    5.330661323    0.546678229    0.546678252    3.388974582
    5.350701403    0.508973439    0.508973457    3.221050331
    5.370741483    0.497118849    0.497118863    3.039130362
    5.390781563    0.514900623    0.514900636    2.855935100
    5.410821643    0.572263906    0.572263915    2.700034932
    5.430861723    0.669802351    0.669802357    2.587021007
    5.450901804    0.790337167    0.790337170    2.507124668
    5.470941884    0.902041518    0.902041519    2.440513756
    5.490981964    0.973665780    0.973665781    2.362846019
    5.511022044    0.992602775    0.992602781    2.278187013
    5.531062124    0.978601049    0.978601063    2.221487145
    5.551102204    0.978277479    0.978277502    2.206500333
    5.571142285    1.031379714    1.031379744    2.212157221
    5.591182365    1.136449817    1.136449853    2.211511314
    5.611222445    1.258627836    1.258627877    2.186547567
    5.631262525    1.359551542    1.359551588    2.109657952
    5.651302605    1.418937566    1.418937616    1.961816892
    5.671342685    1.435185065    1.435185116    1.774440374
    5.691382766    1.405190994    1.405191045    1.595523166
    5.711422846    1.329113121    1.329113168    1.451112188
    5.731462926    1.235798496    1.235798537    1.348694125
    5.751503006    1.161274138    1.161274175    1.258466025
    5.771543086    1.108949641    1.108949674    1.121951503
    5.791583166    1.055478166    1.055478196    0.910763981
    5.811623246    0.988227807    0.988227837    0.643441008
    5.831663327    0.917661057    0.917661088    0.365756139
    5.851703407    0.861464757    0.861464790    0.136276498
    5.871743487    0.833079595    0.833079630   -0.000157862
    5.891783567    0.834870485    0.834870523   -0.044872508
    5.911823647    0.855232180    0.855232221   -0.029833932
    5.931863727    0.883118090    0.883118132    0.023079363
    5.951903808    0.916971264    0.916971308    0.089457680
    5.971943888    0.950032984    0.950033030    0.129553251
    5.991983968    0.963415562    0.963415609    0.123383085
    6.012024048    0.941850252    0.941850300    0.091824776
    6.032064128    0.879122664    0.879122711    0.062755745
    6.052104208    0.771716317    0.771716362    0.030680999
    6.072144289    0.635699413    0.635699455   -0.022561602
    6.092184369    0.517604401    0.517604441   -0.088411803
    6.112224449    0.462800973    0.462801013   -0.153170008
    6.132264529    0.482490686    0.482490730   -0.217605142
    6.152304609    0.557256998    0.557257045   -0.262043837
    6.172344689    0.657863637    0.657863688   -0.252170680
    6.192384770    0.754628474    0.754628528   -0.183123022
    6.212424850    0.817356781    0.817356835   -0.082483114
    6.232464930    0.824636467    0.824636518    0.015087927
    6.252505010    0.780579168    0.780579214    0.090088204
    6.272545090    0.715002484    0.715002524    0.145312125
    6.292585170    0.657366606    0.657366640    0.193800029
    6.312625251    0.613507574    0.613507601    0.246773559
    6.332665331    0.571224519    0.571224538    0.308190911
    6.352705411    0.524923997    0.524924011    0.367928650
    6.372745491    0.487301982    0.487301992    0.410361750
    6.392785571    0.468038098    0.468038107    0.437183556
    6.412825651    0.453292945    0.453292957    0.464547797
    6.432865731    0.421917044    0.421917063    0.500905611
    6.452905812    0.365829994    0.365830022    0.541865759
    6.472945892    0.287371307    0.287371342    0.574590920
    6.492985972    0.195689693    0.195689733    0.592614395
    6.513026052    0.110157193    0.110157237    0.602036470
    6.533066132    0.054421417    0.054421464    0.604639218
    6.553106212    0.041457228    0.041457277    0.594195690
    6.573146293    0.064572877    0.064572928    0.570433549
    6.593186373    0.100453390    0.100453441    0.553849694
    6.613226453    0.123326883    0.123326932    0.570486547
    6.633266533    0.124799934    0.124799980    0.619483434
    6.653306613    0.125764144    0.125764186    0.677393210
    6.673346693    0.154643820    0.154643861    0.721496473
    6.693386774    0.210629584    0.210629625    0.741777717
    6.713426854    0.263828138    0.263828178    0.746112571
    6.733466934    0.285839960    0.285839999    0.753815344
    6.753507014    0.271995274    0.271995308    0.781282737
    6.773547094    0.234809428    0.234809455    0.837091021
    6.793587174    0.188747430    0.188747447    0.921726934
    6.813627255    0.149169570    0.149169575    1.025687257
    6.833667335    0.130217037    0.130217031    1.132467200
    6.853707415    0.141318491    0.141318478    1.223626205
    6.873747495    0.185429537    0.185429523    1.283945515
    6.893787575    0.254062898    0.254062887    1.307322245
    6.913827655    0.326904470    0.326904464    1.301069426
    6.933867735    0.381207680    0.381207680    1.282790371
    6.953907816    0.402745931    0.402745936    1.268992255
    6.973947896    0.393917686    0.393917695    1.263577535
    6.993987976    0.375802261    0.375802272    1.256229183
    7.014028056    0.373741389    0.373741402    1.238703660
    7.034068136    0.392577936    0.392577950    1.218871732
    7.054108216    0.415438548    0.415438560    1.204679003
    7.074148297    0.423852849    0.423852857    1.191525051
    7.094188377    0.409999204    0.409999206    1.172626709
    7.114228457    0.383439828    0.383439822    1.146012757
    7.134268537    0.368708783    0.368708772    1.117369000
    7.154308617    0.380157445    0.380157431    1.101583853
    7.174348697    0.408622311    0.408622295    1.110927631
    7.194388778    0.433478994    0.433478979    1.140719346
    7.214428858    0.437819274    0.437819259    1.175751624
    7.234468938    0.421375497    0.421375482    1.206980191
    7.254509018    0.397158250    0.397158235    1.234731024
    7.274549098    0.374203445    0.374203429    1.262164889
    7.294589178    0.357193518    0.357193504    1.290192962
    7.314629259    0.346217481    0.346217471    1.316911357
    7.334669339    0.332346499    0.332346497    1.342201284
    7.354709419    0.307752067    0.307752077    1.367507211
    7.374749499    0.283180270    0.283180293    1.390822013
    7.394789579    0.283607222    0.283607255    1.411515037
    7.414829659    0.321562347    0.321562386    1.438349269
    7.434869739    0.390153050    0.390153092    1.479328841
    7.454909820    0.474024469    0.474024512    1.530094145
    7.474949900    0.558313792    0.558313834    1.582829380
    7.494989980    0.632548969    0.632549009    1.635282664
    7.515030060    0.688659466    0.688659504    1.684751362
    7.535070140    0.718758563    0.718758600    1.724061613
    7.555110220    0.720038166    0.720038202    1.749762364
    7.575150301    0.700065939    0.700065974    1.765637007
    7.595190381    0.671970774    0.671970809    1.773356958
    7.615230461    0.646076973    0.646077009    1.770591758
    7.635270541    0.626942610    0.626942647    1.764810933
    7.655310621    0.614899958    0.614899996    1.775755066
    7.675350701    0.607421614    0.607421651    1.814778945
    7.695390782    0.602269201    0.602269237    1.877088767
    7.715430862    0.598971172    0.598971205    1.952055900
    7.735470942    0.598603007    0.598603036    2.028449384
    7.755511022    0.602443065    0.602443092    2.092471860
    7.775551102    0.609803413    0.609803438    2.127753399
    7.795591182    0.617725313    0.617725337    2.124940335
    7.815631263    0.618490484    0.618490507    2.091808814
    7.835671343    0.607660990    0.607661011    2.049767446
    7.855711423    0.592598315    0.592598336    2.019546371
    7.875751503    0.586130447    0.586130468    2.004452758
    7.895791583    0.600395241    0.600395262    1.990210851
    7.915831663    0.639337698    0.639337720    1.964089717
    7.935871743    0.694209512    0.694209533    1.929556236
    7.955911824    0.750733261    0.750733282    1.895532184
    7.975951904    0.796804840    0.796804861    1.861717307
    7.995991984    0.826517032    0.826517053    1.828493964
    8.016032064    0.842588757    0.842588779    1.804084050
    8.036072144    0.852482462    0.852482484    1.792876486
    8.056112224    0.861760806    0.861760830    1.788894287
    8.076152305    0.874021446    0.874021471    1.783638373
    8.096192385    0.891345793    0.891345819    1.782063171
    8.116232465    0.912897588    0.912897614    1.800148291
    8.136272545    0.934139412    0.934139438    1.839386676
    8.156312625    0.947229490    0.947229517    1.881825912
    8.176352705    0.947936528    0.947936555    1.919770576
    8.196392786    0.939210540    0.939210567    1.967195476
    8.216432866    0.923638027    0.923638052    2.029994434
    8.236472946    0.902046536    0.902046560    2.086914433
    8.256513026    0.875870616    0.875870638    2.106316975
    8.276553106    0.843225467    0.843225488    2.073370555
    8.296593186    0.800805998    0.800806018    1.996799012
    8.316633267    0.753062247    0.753062268    1.899395821
    8.336673347    0.711884913    0.711884935    1.813460115
    8.356713427    0.687271216    0.687271241    1.764298092
    8.376753507    0.684231457    0.684231483    1.747870857
    8.396793587    0.703122755    0.703122782    1.746910556
    8.416833667    0.738591893    0.738591921    1.752182399
    8.436873747    0.782275128    0.782275157    1.754741713
    8.456913828    0.827684505    0.827684535    1.743358101
    8.476953908    0.870666589    0.870666620    1.711450563
    8.496993988    0.909971596    0.909971629    1.653233323
    8.517034068    0.946758535    0.946758570    1.565987588
    8.537074148    0.980694258    0.980694293    1.468399550
    8.557114228    1.009567772    1.009567808    1.386591385
    8.577154309    1.033011778    1.033011814    1.324024857
    8.597194389    1.056730475    1.056730513    1.271943674
    8.617234469    1.089762697    1.089762735    1.225840359
    8.637274549    1.135089183    1.135089222    1.181796309
    8.657314629    1.186286813    1.186286851    1.134619462
    8.677354709    1.232992917    1.232992955    1.088418225
    8.697394790    1.266898388    1.266898424    1.056906169
    8.717434870    1.283069505    1.283069539    1.041527151
    8.737474950    1.281380883    1.281380915    1.020321577
    8.757515030    1.269911630    1.269911661    0.965797091
    8.777555110    1.262373938    1.262373967    0.869431426
    8.797595190    1.271746816    1.271746845    0.751938624
    8.817635271    1.300228547    1.300228575    0.653666209
    8.837675351    1.335136950    1.335136978    0.613571869
    8.857715431    1.358465826    1.358465854    0.646970525
    8.877755511    1.359982456    1.359982485    0.736477426
    8.897795591    1.343362602    1.343362632    0.846999221
    8.917835671    1.321135662    1.321135695    0.947430823
    8.937875752    1.303050501    1.303050535    1.020408355
    8.957915832    1.290458105    1.290458141    1.059731669
    8.977955912    1.281144683    1.281144721    1.070405584
    8.997995992    1.272567867    1.272567905    1.072598182
    9.018036072    1.262573348    1.262573386    1.081263359
    9.038076152    1.251032493    1.251032530    1.088434350
    9.058116232    1.237407389    1.237407423    1.083301462
    9.078156313    1.219961039    1.219961069    1.068716045
    9.098196393    1.201193226    1.201193251    1.051048642
    9.118236473    1.185770000    1.185770022    1.037597346
    9.138276553    1.175775848    1.175775869    1.040510524
    9.158316633    1.170494853    1.170494875    1.064931397
    9.178356713    1.165527389    1.165527412    1.103639501
    9.198396794    1.155847152    1.155847177    1.148986448
    9.218436874    1.142564495    1.142564521    1.199929823
    9.238476954    1.134323648    1.134323676    1.257438067
    9.258517034    1.140145940    1.140145969    1.319755686
    9.278557114    1.163033208    1.163033237    1.382482157
    9.298597194    1.198852801    1.198852831    1.444002353
    9.318637275    1.237951977    1.237952007    1.512649210
    9.338677355    1.271062699    1.271062730    1.599410004
    9.358717435    1.296547619    1.296547650    1.703631102
    9.378757515    1.317101541    1.317101573    1.813640607
    9.398797595    1.330506978    1.330507009    1.915404931
    9.418837675    1.330848902    1.330848934    2.000254481
    9.438877756    1.320523620    1.320523653    2.072576095
    9.458917836    1.315330424    1.315330459    2.145227115
    9.478957916    1.329076609    1.329076645    2.219408199
    9.498997996    1.361407510    1.361407547    2.279005883
    9.519038076    1.402426033    1.402426071    2.309638807
    9.539078156    1.439437808    1.439437847    2.312861742
    9.559118236    1.464170379    1.464170418    2.295021184
    9.579158317    1.478347500    1.478347539    2.257288667
    9.599198397    1.489308786    1.489308824    2.208323500
    9.619238477    1.498148639    1.498148675    2.163319155
    9.639278557    1.497353814    1.497353849    2.119520716
    9.659318637    1.485678439    1.485678472    2.051604088
    9.679358717    1.476227953    1.476227984    1.936302816
    9.699398798    1.480405789    1.480405819    1.774143205
    9.719438878    1.496718959    1.496718988    1.594093154
    9.739478958    1.519666490    1.519666519    1.439805975
    9.759519038    1.545070199    1.545070227    1.342520784
    9.779559118    1.565515337    1.565515365    1.306503781
    9.799599198    1.573652944    1.573652972    1.327079573
    9.819639279    1.571066555    1.571066583    1.391923403
    9.839679359    1.568242287    1.568242315    1.470416178
    9.859719439    1.572720618    1.572720645    1.525309498
    9.879759519    1.585871749    1.585871777    1.524841215
    9.899799599    1.605470461    1.605470489    1.463544205
    9.919839679    1.621987813    1.621987842    1.375806228
    9.939879760    1.626201854    1.626201882    1.293540930
    9.959919840    1.621569768    1.621569797    1.218623096
    9.979959920    1.618521672    1.618521701    1.144606535
   10.000000000    1.626605342    1.626605373    1.062915435
